	tweet source	counter	compound	negative	neutral	positive	text	created_at
126	@BBCBreaking	38	0.0	0.0	1.0	0.0	"RT @rajkumar8973: #SaturdayMotivation 
#PredictionsAbout_SaintRampalJi
मनुष्य जन्म पाय कर जो नही रटे हरि नाम।
जैसे कुआ जल बिना खुदवाया क्या…"	Sat Apr 28 15:23:01 +0000 2018
127	@BBCBreaking	39	0.0	0.0	1.0	0.0	@NWayoe @BBCBreaking @cnnbrk Not so sure😂	Sat Apr 28 15:22:38 +0000 2018
128	@BBCBreaking	40	-0.836	0.305	0.695	0.0	RT @BBCBreaking: We're heartbroken, say the parents of 23-month-old Alfie Evans, as they announce that the toddler died overnight https://t…	Sat Apr 28 15:22:09 +0000 2018
129	@BBCBreaking	41	0.0	0.0	1.0	0.0	RT @KiranSonkar13: @RDMaurya16 @RDDAS14 @apnlivehindi @narendramodi @BeingSalmanKhan @kpmaurya1 @sachin_rt #PredictionsAbout_SaintRampalJi…	Sat Apr 28 15:22:07 +0000 2018
130	@BBCBreaking	42	0.0258	0.0	0.942	0.058	RT @BBCBreaking: British supermarket chains Sainsbury's and Asda in merger talks - although both brands expected to be retained https://t.c…	Sat Apr 28 15:22:05 +0000 2018
131	@BBCBreaking	43	0.0	0.0	1.0	0.0	RT @Jules_d77: @BBCBreaking If there was nothing else that could have been done,then why not just let him go to Italy? Heart breaking, thou…	Sat Apr 28 15:21:49 +0000 2018
132	@BBCBreaking	44	0.0	0.0	1.0	0.0	@edizonit @BBCBreaking 😂😂😂😂😂😂😂😂😂😂😂😂😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😤😤😤😤😤😤😂😂😂😂😂😂😂😆😆😆😂😂😂😂	Sat Apr 28 15:21:32 +0000 2018
133	@BBCBreaking	45	0.0772	0.204	0.576	0.22	@missluvian @Fantazia_I @Jules_d77 @ciaratherese @BBCBreaking Letting a child die is apparantly what is best	Sat Apr 28 15:21:24 +0000 2018
134	@BBCBreaking	46	0.0	0.0	1.0	0.0	@BBCBreaking @caramorris_	Sat Apr 28 15:21:16 +0000 2018
135	@BBCBreaking	47	-0.296	0.128	0.872	0.0	@gayboy0722 @ameyandandy @attilahen89 @ssumer9 @FlabbywallV @BBCBreaking It that case the medical staff how no righ… https://t.co/I5bG6I2WsS	Sat Apr 28 15:21:11 +0000 2018
136	@BBCBreaking	48	0.4404	0.0	0.791	0.209	@trevdick @RealBristolNews @BBCBreaking @theresa_may @jeremycorbyn @Conservatives @UKLabour There's a better way ..… https://t.co/NWJosycYX6	Sat Apr 28 15:20:58 +0000 2018
137	@BBCBreaking	49	0.0	0.0	1.0	0.0	"RT @RahulPa51131931: #saturdayfeeling  
मीडिया वालों इससे पहले कि जनता तुमको सुधारे #वक्तरहते_सुधरजाओ क्योकि तुम अपने फायदे के लिए देश भी…"	Sat Apr 28 15:20:33 +0000 2018
138	@BBCBreaking	50	-0.4767	0.22	0.78	0.0	@missluvian @Jules_d77 @ciaratherese @BBCBreaking My point is that sometimes they are wrong	Sat Apr 28 15:20:07 +0000 2018
139	@BBCBreaking	51	0.0258	0.0	0.942	0.058	RT @BBCBreaking: British supermarket chains Sainsbury's and Asda in merger talks - although both brands expected to be retained https://t.c…	Sat Apr 28 15:20:03 +0000 2018
140	@BBCBreaking	52	0.0	0.0	1.0	0.0	"RT @RamjiVe02121148: ""Home Ministry"" #बेटी_मांगे_इंसाफ  पर आप क्यों चुप है #उन्नाव_रेप_कांड के दोषी को तुरन्त सख्त से सख्त सजा दी जाय
#Bhar…"	Sat Apr 28 15:19:47 +0000 2018
141	@BBCBreaking	53	0.0258	0.0	0.942	0.058	RT @BBCBreaking: British supermarket chains Sainsbury's and Asda in merger talks - although both brands expected to be retained https://t.c…	Sat Apr 28 15:19:26 +0000 2018
142	@BBCBreaking	54	-0.3182	0.205	0.698	0.098	@LindaTahmasebi @Jules_d77 @ciaratherese @BBCBreaking No - doctors throughout the world agreed there was no cure. His parents knew that.	Sat Apr 28 15:19:25 +0000 2018
143	@BBCBreaking	55	0.0	0.0	1.0	0.0	"RT @ArvindK52016453: माननीय जी,
              आप अपने संकल्प-पत्र पर ध्यान दीजिये। शिक्षामित्रों को न्याय दीजिये।नियमित कीजिए।
#शिक्षामित्…"	Sat Apr 28 15:19:24 +0000 2018
144	@BBCBreaking	56	0.0	0.0	1.0	0.0	RT @AshishS73166723: मामा हमारी माताओं को क्यों रुला रहे हो आखिर अपने भांजे-भांजियों #अतिथि_शिक्षकों को रोजगार क्यों नहीं दिला रहे हो। @Cho…	Sat Apr 28 15:19:22 +0000 2018
145	@BBCBreaking	57	0.0258	0.0	0.942	0.058	RT @BBCBreaking: British supermarket chains Sainsbury's and Asda in merger talks - although both brands expected to be retained https://t.c…	Sat Apr 28 15:19:15 +0000 2018
146	@BBCBreaking	58	0.0	0.0	1.0	0.0	RT @Siamaktehrani17: @Tp3LwlMZ0vmE13C @USAdarFarsi @EricTrump @VOAIran @bbcpersian @dw_persian @RadioFarda_ @PahlaviReza @FaranakAzad1 @ir_…	Sat Apr 28 15:19:11 +0000 2018
147	@BBCBreaking	59	0.0	0.0	1.0	0.0	@meantartarsauce @MinooOsborne @leigh_shaddick @ElizabethRBess @Will_Broadfoot @BBCBreaking Because the Italian hos… https://t.co/uAqi8mGjeX	Sat Apr 28 15:19:11 +0000 2018
148	@BBCBreaking	60	0.0	0.0	1.0	0.0	@BBCBreaking  https://t.co/KZ1NZiCn0P	Sat Apr 28 15:19:10 +0000 2018
149	@BBCBreaking	61	0.0258	0.0	0.942	0.058	RT @BBCBreaking: British supermarket chains Sainsbury's and Asda in merger talks - although both brands expected to be retained https://t.c…	Sat Apr 28 15:18:46 +0000 2018
150	@BBCBreaking	62	0.0	0.0	1.0	0.0	"RT @RamJane31784384: #PredictionsAbout_SaintRampalJi.       #विद्या_दान  
अगर संत रामपाल जी महाराज जी के ऊपर सरकार और पुलिस और जज को इतना…"	Sat Apr 28 15:18:19 +0000 2018
151	@BBCBreaking	63	0.0	0.0	1.0	0.0	@pandeyji0786 @NeetikaPandey4 @suraj9927 @FaridiTalib @MishraViniii @RSSorg @BJP4India @rsprasad @SushmaSwaraj… https://t.co/2ND35MkHrk	Sat Apr 28 15:18:17 +0000 2018
152	@BBCBreaking	64	0.0	0.0	1.0	0.0	"RT @ArvindK52016453: माननीय जी,
              आप अपने संकल्प-पत्र पर ध्यान दीजिये। शिक्षामित्रों को न्याय दीजिये।नियमित कीजिए।
#शिक्षामित्…"	Sat Apr 28 15:18:12 +0000 2018
153	@BBCBreaking	65	0.0	0.0	1.0	0.0	@GotchaSC @rittenstar @BBCBreaking And that's the issue.	Sat Apr 28 15:18:00 +0000 2018
154	@BBCBreaking	66	0.0258	0.0	0.942	0.058	RT @BBCBreaking: British supermarket chains Sainsbury's and Asda in merger talks - although both brands expected to be retained https://t.c…	Sat Apr 28 15:18:00 +0000 2018
155	@BBCBreaking	67	0.0258	0.0	0.942	0.058	RT @BBCBreaking: British supermarket chains Sainsbury's and Asda in merger talks - although both brands expected to be retained https://t.c…	Sat Apr 28 15:17:44 +0000 2018
156	@BBCBreaking	68	0.0	0.0	1.0	0.0	"RT @rajkumar8973: #SaturdayMotivation 
#PredictionsAbout_SaintRampalJi
मनुष्य जन्म पाय कर जो नही रटे हरि नाम।
जैसे कुआ जल बिना खुदवाया क्या…"	Sat Apr 28 15:17:26 +0000 2018
157	@BBCBreaking	69	-0.5667	0.298	0.702	0.0	@GotchaSC @BBCBreaking There's nothing dignified abput giving up. I can't stand that twisted idea.	Sat Apr 28 15:17:24 +0000 2018
158	@BBCBreaking	70	0.0	0.0	1.0	0.0	RT @pandeyji0786: @suraj9927 @FaridiTalib @MishraViniii @RSSorg @BJP4India @rsprasad @SushmaSwaraj @nsitharaman @UNHumanRights @rajnathsing…	Sat Apr 28 15:17:09 +0000 2018
159	@BBCBreaking	71	0.0	0.0	1.0	0.0	"RT @KiranSonkar13: #DDvKKR
#PredictionsAbout_SaintRampalJi
#weekend
संत रामपाल जी महाराज ने सभी धर्मों को एक माना है
जो भी भक्ति बता रहे है…"	Sat Apr 28 15:17:01 +0000 2018
160	@BBCBreaking	72	0.4019	0.0	0.87	0.13	@GotchaSC @rittenstar @BBCBreaking It was probably inevitable, yes. But to strip away those parents' right to do ev… https://t.co/EqTwOSL8yT	Sat Apr 28 15:16:50 +0000 2018
161	@BBCBreaking	73	0.0	0.0	1.0	0.0	"RT @KiranSonkar13: #DDvKKR
#PredictionsAbout_SaintRampalJi
#weekend
संत रामपाल जी महाराज ने सभी धर्मों को एक माना है
जो भी भक्ति बता रहे है…"	Sat Apr 28 15:16:41 +0000 2018
162	@BBCBreaking	74	-0.6486	0.177	0.823	0.0	@missluvian @Jules_d77 @ciaratherese @BBCBreaking Same thing he would be dead now if his parents hadn’t taken him nhs isn’t always right	Sat Apr 28 15:15:35 +0000 2018
163	@BBCBreaking	75	0.0	0.0	1.0	0.0	@BBCBreaking Could gave called it Sadder... 👍	Sat Apr 28 15:15:32 +0000 2018
164	@BBCBreaking	76	0.296	0.0	0.732	0.268	@SionelTweet @BBCBreaking Ok mr know it all.	Sat Apr 28 15:15:25 +0000 2018
165	@BBCBreaking	77	0.5719	0.0	0.709	0.291	@spaceangel1964 @CCHQPress @W_A_T_O_N @AntiAusterityUK @PplsAction @TrumpkinOut @BBCBreaking Trump wins. https://t.co/skbMkWxmpb	Sat Apr 28 15:15:17 +0000 2018
166	@BBCBreaking	78	0.0	0.0	1.0	0.0	RT @pandeyji0786: @suraj9927 @FaridiTalib @MishraViniii @RSSorg @BJP4India @rsprasad @SushmaSwaraj @nsitharaman @UNHumanRights @rajnathsing…	Sat Apr 28 15:15:11 +0000 2018
167	@BBCBreaking	79	0.0	0.0	1.0	0.0	"RT @4_dhananjay: #IndiaWants_AVRecording_InCourts Proceedings
कोर्ट में हो ऑडियो और वीडियो की रिकॉर्डिंग इसको जनता के लिए वह ज्यादा पारदर्…"	Sat Apr 28 15:15:09 +0000 2018
168	@BBCBreaking	80	0.0	0.0	1.0	0.0	"RT @KiranSonkar13: #DDvKKR
#PredictionsAbout_SaintRampalJi
#weekend
संत रामपाल जी महाराज ने सभी धर्मों को एक माना है
जो भी भक्ति बता रहे है…"	Sat Apr 28 15:15:06 +0000 2018
169	@BBCBreaking	81	0.0258	0.0	0.942	0.058	RT @BBCBreaking: British supermarket chains Sainsbury's and Asda in merger talks - although both brands expected to be retained https://t.c…	Sat Apr 28 15:15:05 +0000 2018
170	@BBCBreaking	82	0.0	0.0	1.0	0.0	@BBCBreaking Now can we all move on?	Sat Apr 28 15:14:46 +0000 2018
171	@BBCBreaking	83	-0.836	0.305	0.695	0.0	RT @BBCBreaking: We're heartbroken, say the parents of 23-month-old Alfie Evans, as they announce that the toddler died overnight https://t…	Sat Apr 28 15:14:45 +0000 2018
172	@BBCBreaking	84	0.0	0.0	1.0	0.0	"RT @rajkumar8973: #SaturdayMotivation 
#PredictionsAbout_SaintRampalJi
मनुष्य जन्म पाय कर जो नही रटे हरि नाम।
जैसे कुआ जल बिना खुदवाया क्या…"	Sat Apr 28 15:14:40 +0000 2018
173	@BBCBreaking	85	0.0	0.0	1.0	0.0	@LindaTahmasebi @Jules_d77 @ciaratherese @BBCBreaking Completely different circumstance	Sat Apr 28 15:14:37 +0000 2018
174	@BBCBreaking	86	-0.296	0.109	0.891	0.0	@FlabbywallV @BBCBreaking There was no cure or treatment- even the vatican website and the doctor offering to take… https://t.co/Mscq0nS215	Sat Apr 28 15:14:27 +0000 2018
175	@BBCBreaking	87	-0.296	0.099	0.901	0.0	"@vforven15 @BBCBreaking A) that is the Express. They survive on stories that have zero facts.
B) there is no mentio… https://t.co/u1edyxhbwE"	Sat Apr 28 15:14:25 +0000 2018
176	@BBCBreaking	88	0.0	0.0	1.0	0.0	RT @Weekenderalways: @realDonaldTrump @maddow @washingtonpost @cnnbrk @CNN @BBCBreaking @BBCWorld https://t.co/eVl9Uk5uk6	Sat Apr 28 15:14:17 +0000 2018
177	@BBCBreaking	89	0.0	0.0	1.0	0.0	@GregMorgan124 @BBCBreaking @Walmart @asda @sainsburys took over #Argos  not so long ago too	Sat Apr 28 15:13:50 +0000 2018
178	@BBCBreaking	90	-0.836	0.305	0.695	0.0	RT @BBCBreaking: We're heartbroken, say the parents of 23-month-old Alfie Evans, as they announce that the toddler died overnight https://t…	Sat Apr 28 15:13:34 +0000 2018
179	@BBCBreaking	91	0.0	0.0	1.0	0.0	"RT @UmakantSingh94: संतरामपालजी महाराज पर झूठी खबर कैसे छाप दी झूठी मीडिया
आपको सूबूत देना पड़ेगा। 
मीडिया वालोइससे पहले कि जनता तुमको सुधा…"	Sat Apr 28 15:13:19 +0000 2018
180	@BBCBreaking	92	-0.3597	0.227	0.655	0.118	@MrsTheresaMay @BBCBreaking Stop being so snobby May and get yourself down to Asburys, special offers on face cream.	Sat Apr 28 15:13:07 +0000 2018
181	@BBCBreaking	93	0.0258	0.0	0.942	0.058	RT @BBCBreaking: British supermarket chains Sainsbury's and Asda in merger talks - although both brands expected to be retained https://t.c…	Sat Apr 28 15:13:03 +0000 2018
182	@BBCBreaking	94	0.0258	0.0	0.942	0.058	RT @BBCBreaking: British supermarket chains Sainsbury's and Asda in merger talks - although both brands expected to be retained https://t.c…	Sat Apr 28 15:12:59 +0000 2018
183	@BBCBreaking	95	0.0	0.0	1.0	0.0	@Jules_d77 @ciaratherese @missluvian @BBCBreaking https://t.co/OQd6r04Ccj	Sat Apr 28 15:12:56 +0000 2018
184	@BBCBreaking	96	0.0	0.0	1.0	0.0	RT @MannyGautam: @RamjiVe02121148 @Aishadasi1 @Zee_Hindustan @ZeeNews @ZeeNewsHindi @indiatvnews @BBCBreaking @IndiaToday @BBCHindi @aajtak…	Sat Apr 28 15:12:34 +0000 2018
185	@BBCBreaking	97	0.0	0.0	1.0	0.0	"RT @RamjiVe02121148: #NayatiInDelhiNCR अच्छा है लेकिन इसके साथ साथ यह भी अवश्य जानिए 
#PredictionsAbout_SaintRampalJi  
वह कौन महापुरुष है…"	Sat Apr 28 15:12:30 +0000 2018
186	@BBCBreaking	98	0.0	0.0	1.0	0.0	RT @MrsTheresaMay: @BBCBreaking Idgaf I only shop at Marks and Spencer x 💷	Sat Apr 28 15:12:19 +0000 2018
187	@BBCBreaking	99	0.0	0.0	1.0	0.0	RT @narayan67162584: @lekhramdaas @cmohry @mlkhattar @pmomodifan सब भ्रष्टाचार फेला पड़ा हे भाई नेता खुद भ्रष्ट होते हे तो ये सच क्यु बता…	Sat Apr 28 15:12:17 +0000 2018
188	@BBCBreaking	100	0.4019	0.0	0.649	0.351	@BBCBreaking interesting times in UK economy	Sat Apr 28 15:12:15 +0000 2018
189	@CBSNews	1	0.0	0.0	1.0	0.0	RT @CBSNews: There have been a record 28 April MLB postponements from rain and snow so far: https://t.co/lZhHlfnsgy https://t.co/KODnHKp2RW	Sat Apr 28 15:28:04 +0000 2018
190	@CBSNews	2	0.0	0.0	1.0	0.0	RT @CBSNews: There have been a record 28 April MLB postponements from rain and snow so far: https://t.co/lZhHlfnsgy https://t.co/KODnHKp2RW	Sat Apr 28 15:28:00 +0000 2018
191	@CBSNews	3	0.0	0.0	1.0	0.0	@CBSNews The hashtag #MeToo has been around for quite a while now, so what made Brokaw's accusers wait until now? Someone should ask her.	Sat Apr 28 15:27:58 +0000 2018
192	@CBSNews	4	0.0	0.103	0.794	0.103	@_LessonsOfLife @CBSNews In that case so is cosby snd most of the other men accused. You people are a joke.	Sat Apr 28 15:27:57 +0000 2018
193	@CBSNews	5	0.0	0.0	1.0	0.0	RT @CBSNews: There have been a record 28 April MLB postponements from rain and snow so far: https://t.co/lZhHlfnsgy https://t.co/KODnHKp2RW	Sat Apr 28 15:27:43 +0000 2018
194	@CBSNews	6	0.0	0.0	1.0	0.0	"RT @Sitaram10202880: #ThursdayThoughts
कबीर,तीन देवको सब कोई ध्यावै, चौथे देवक मरम न पावै।चौथा छांड़ि पंचम ध्यावै, कहै कबीर सो हमरे आवै।।…"	Sat Apr 28 15:27:39 +0000 2018
195	@CBSNews	7	0.0	0.0	1.0	0.0	@_LessonsOfLife @CBSNews Than who?	Sat Apr 28 15:27:33 +0000 2018
196	@CBSNews	8	-0.6908	0.239	0.761	0.0	RT @okoroaugustin15: Countdown to terrorist (General Muhammadu Buhari) visit to White House. @AlJazeera @washingtonpost @foxnewspolitics @b…	Sat Apr 28 15:27:21 +0000 2018
197	@CBSNews	9	0.0	0.0	1.0	0.0	RT @CBSNews: There have been a record 28 April MLB postponements from rain and snow so far: https://t.co/lZhHlfnsgy https://t.co/KODnHKp2RW	Sat Apr 28 15:27:10 +0000 2018
198	@CBSNews	10	0.0	0.0	1.0	0.0	"@CBSNews What does this mean, a ""World Series"" Christmas present?"	Sat Apr 28 15:27:02 +0000 2018
199	@CBSNews	11	-0.2732	0.08	0.92	0.0	RT @CBSNews: By 2020, China plans to give all its 1.4. billion citizens a personal score, based on how they behave. Some with low scores ar…	Sat Apr 28 15:26:50 +0000 2018
200	@CBSNews	12	0.0	0.0	1.0	0.0	RT @CBSNews: There have been a record 28 April MLB postponements from rain and snow so far: https://t.co/lZhHlfnsgy https://t.co/KODnHKp2RW	Sat Apr 28 15:26:38 +0000 2018
201	@CBSNews	13	0.4215	0.0	0.741	0.259	@CBSNews Could this actually be a true story from cbs.	Sat Apr 28 15:26:30 +0000 2018
202	@CBSNews	14	0.0	0.0	1.0	0.0	"RT @W6Df3B4zcr2s6ri: #ThursdayThoughts
मीडिया वालों सुधर जाओ डरो भगवान से अभी तुम्हारे पास समय है संत रामपाल जी महाराज के खिलाफ झूठी न्यूज़…"	Sat Apr 28 15:26:24 +0000 2018
203	@CBSNews	15	0.0	0.0	1.0	0.0	@BoilingCrude @CBSNews Read the article	Sat Apr 28 15:26:01 +0000 2018
204	@CBSNews	16	0.0	0.0	1.0	0.0	RT @CBSNews: Royal baby name announced: Prince Louis Arthur Charles https://t.co/EnNquEoImn https://t.co/mpXjkdnGYV	Sat Apr 28 15:25:55 +0000 2018
205	@CBSNews	17	-0.4767	0.608	0.392	0.0	@CBSNews Fake Nunes	Sat Apr 28 15:25:29 +0000 2018
206	@CBSNews	18	0.0	0.0	1.0	0.0	@CBSNews They just didn’t look in the right places.	Sat Apr 28 15:25:23 +0000 2018
207	@CBSNews	19	0.0	0.0	1.0	0.0	"RT @Bhupinder361976: #sundaymotivation
 संत मिलन को चालिए तज माया अभिमान,
 जो जो पग आगे धरे वोही यज्ञ समान!
  संत शरण में आए के आई टले बला,…"	Sat Apr 28 15:25:20 +0000 2018
208	@CBSNews	20	-0.5256	0.134	0.866	0.0	RT @DiamondandSilk: To the left leaning very fake news that put out a salacious lie about @DiamondandSilk, you have 24 hrs to Retract that,…	Sat Apr 28 15:25:19 +0000 2018
209	@CBSNews	21	0.0	0.0	1.0	0.0	"RT @pinkpinta13: Proof yet again y u r fakers!
@ABC @CBSNews @NBCNews @CNN @MSNBC @AP @BBC #FakeNews #FakeJournalists

https://t.co/3XLVVH0…"	Sat Apr 28 15:25:15 +0000 2018
210	@CBSNews	22	0.2023	0.241	0.357	0.402	@CBSNews Play 150 games and problem solved.	Sat Apr 28 15:25:05 +0000 2018
211	@CBSNews	23	0.0	0.0	1.0	0.0	@CBSNews THEN START THE SEASON IN MAY!	Sat Apr 28 15:24:58 +0000 2018
212	@CBSNews	24	0.0	0.0	1.0	0.0	@CBSNews The alleged incident happened 23 yrs ago.Why did the accuser wait so long and this goes for the 2nd woman? Brokaw is more credible.	Sat Apr 28 15:24:54 +0000 2018
213	@CBSNews	25	-0.6908	0.239	0.761	0.0	RT @okoroaugustin15: Countdown to terrorist (General Muhammadu Buhari) visit to White House. @AlJazeera @washingtonpost @foxnewspolitics @b…	Sat Apr 28 15:24:33 +0000 2018
214	@CBSNews	26	-0.7906	0.269	0.731	0.0	RT @CBSNews: Death toll rises to 9 in a stabbing attack outside a middle school in northwestern China allegedly carried out by a former pup…	Sat Apr 28 15:24:24 +0000 2018
215	@CBSNews	27	-0.34	0.124	0.876	0.0	RT @CBSNews: A building in Azerbaijan that once was intended to be a Trump-branded hotel has caught fire https://t.co/K5DKw9pXDd https://t.…	Sat Apr 28 15:24:20 +0000 2018
216	@CBSNews	28	0.0	0.0	1.0	0.0	"RT @ppd201: #डरो_भगवान_से
झूठी खबर दिखाने और दलाली करने मे ये भ्रष्ट मीडिया इंसानियत को भी ताख पर रख देती है 
ये मीडिया के  दलाल झूठी खबरे…"	Sat Apr 28 15:24:03 +0000 2018
217	@CBSNews	29	0.0772	0.109	0.765	0.126	Please @CNN @CNNnewsroom @MSNBC @ABC @CBSNews do not televise his state propaganda ego rally. ENOUGH. https://t.co/qoHsL0wytY	Sat Apr 28 15:23:55 +0000 2018
218	@CBSNews	30	0.0	0.0	1.0	0.0	"RT @ravidra_das: #डरो_भगवान_से
झूठी खबर दिखाने और दलाली करने मे ये भ्रष्ट मीडिया इंसानियत को भी ताख पर रख देती है 
ये मीडिया के  दलाल झूठी…"	Sat Apr 28 15:23:54 +0000 2018
219	@CBSNews	31	0.4404	0.0	0.868	0.132	RT @CBSNews: Rachel Maddow and Maria Shriver are among dozens of women who signed a letter supporting Tom Brokaw https://t.co/UNm4gmt2KV ht…	Sat Apr 28 15:23:37 +0000 2018
220	@CBSNews	32	-0.4767	0.14	0.86	0.0	"RT @stephfitzhugh: @HenryCoPolice https://t.co/2GVdw6McBr
This man was choked while in cuffs by Henry County officers. And it’s not their f…"	Sat Apr 28 15:23:36 +0000 2018
221	@CBSNews	33	0.0	0.0	1.0	0.0	@ShelbyBrownCBS6 @splcenter @RightWingWatch @CBSNews @Newsweek @maddow @realblackmikee @midtownNY This kind of blat… https://t.co/BQFABDdAKu	Sat Apr 28 15:23:32 +0000 2018
222	@CBSNews	34	0.0	0.0	1.0	0.0	@SRuhle @MSNBC @NBCNightlyNews @BrookeBCNN @chrissyteigen @johnlegend @TheEllenShow @ladygaga @MileyCyrus… https://t.co/JvNBjtpMdG	Sat Apr 28 15:23:29 +0000 2018
223	@CBSNews	35	0.4588	0.0	0.81	0.19	@Troggybottom @CBSNews Yes, they have a magical hold, they use victimology and the government dole to keep blacks d… https://t.co/GfIuP6Lhft	Sat Apr 28 15:23:21 +0000 2018
224	@CBSNews	36	0.0	0.0	1.0	0.0	"RT @SandhyaDasi8: #SaturdayMotivation
मीडिया वालों सुधर जाओ डरो भगवान से अभी तुम्हारे पास समय है संत रामपाल जी महाराज के खिलाफ झूठी न्यूज़…"	Sat Apr 28 15:23:20 +0000 2018
225	@CBSNews	37	0.0	0.0	1.0	0.0	"RT @DasRavidra: #डरो_भगवान_से
झूठी खबर दिखाने और दलाली करने मे ये भ्रष्ट मीडिया इंसानियत को भी ताख पर रख देती है 
ये मीडिया के  दलाल झूठी ख…"	Sat Apr 28 15:23:19 +0000 2018
226	@CBSNews	38	-0.7906	0.269	0.731	0.0	RT @CBSNews: Death toll rises to 9 in a stabbing attack outside a middle school in northwestern China allegedly carried out by a former pup…	Sat Apr 28 15:23:17 +0000 2018
227	@CBSNews	39	0.0	0.0	1.0	0.0	"RT @DasRavidra: #डरो_भगवान_से
झूठी खबर दिखाने और दलाली करने मे ये भ्रष्ट मीडिया इंसानियत को भी ताख पर रख देती है 
ये मीडिया के  दलाल झूठी ख…"	Sat Apr 28 15:23:14 +0000 2018
228	@CBSNews	40	-0.6289	0.256	0.744	0.0	The LYING LEFT caught red-handed. .@JonKarl @AprilDRyan @maddow  @mitchellreports @chucktodd @msnbc @JoyAnnReid… https://t.co/fXepY8Q0E8	Sat Apr 28 15:22:59 +0000 2018
229	@CBSNews	41	0.0	0.0	1.0	0.0	"RT @sdass26: #डरो_भगवान_से
झूठी खबर दिखाने और दलाली करने मे ये भ्रष्ट मीडिया इंसानियत को भी ताख पर रख देती है 
ये मीडिया के  दलाल झूठी खबरे…"	Sat Apr 28 15:22:54 +0000 2018
230	@CBSNews	42	0.0	0.0	1.0	0.0	RT @CBSNews: There have been a record 28 April MLB postponements from rain and snow so far: https://t.co/lZhHlfnsgy https://t.co/KODnHKp2RW	Sat Apr 28 15:22:53 +0000 2018
231	@CBSNews	43	0.4767	0.0	0.807	0.193	"@CBSNews Key words ""House Intelligence Committee"". Come back when the real investigation is over."	Sat Apr 28 15:22:53 +0000 2018
232	@CBSNews	44	0.6249	0.0	0.773	0.227	Looking forward to going on @CBSNews at noon, to talk NoKo-SoKo with the great @reenaninan	Sat Apr 28 15:22:52 +0000 2018
233	@CBSNews	45	0.5598	0.0	0.816	0.184	@CBSNews Aaron Judge’s home runs are so powerful they cause precipitation in the atmosphere #AllRise #Yankees #mlb	Sat Apr 28 15:22:40 +0000 2018
234	@CBSNews	46	0.0	0.0	1.0	0.0	"RT @jat_udaipur: #डरो_भगवान_से
ये बिकाऊ मीडिया है इन को सच्चाई से कोई मतलब नही है सच्चाई दिखाने की हिम्मत तो है नही इसलिए झूठ दिखाते है ये…"	Sat Apr 28 15:22:40 +0000 2018
235	@CBSNews	47	0.5563	0.0	0.86	0.14	RT @CBSNews: Hilton the shark weighs 1,326 pounds and12.5 feet long. But what is possibly the most impressive thing about this celebrity sh…	Sat Apr 28 15:22:33 +0000 2018
236	@CBSNews	48	0.0	0.0	1.0	0.0	"RT @CBSNews: Teachers and Arizona Gov. Doug Ducey are at odds as deal announced
https://t.co/1B4Va9rOGR https://t.co/AEHKUxcg4l"	Sat Apr 28 15:22:31 +0000 2018
237	@CBSNews	49	0.4215	0.0	0.843	0.157	"CHICAGO NIGHT
PHOTO &amp; PRINTING by CH 🇺🇸
Gelatin Silver Print (Non-Digital)

Info: https://t.co/ZECNWggi6c… https://t.co/IB8OJOdMLU"	Sat Apr 28 15:22:06 +0000 2018
238	@CBSNews	50	0.0	0.0	1.0	0.0	@CBSNews Start the in May	Sat Apr 28 15:22:01 +0000 2018
239	@CBSNews	51	0.0	0.0	1.0	0.0	"RT @bony_rabbit: @CBSNews #Trump's limo:
https://t.co/kwyxAPJH8X"	Sat Apr 28 15:21:52 +0000 2018
240	@CBSNews	52	-0.34	0.13	0.87	0.0	"Donald Trump calls for Jon Tester to resign over Jackson opposition
https://t.co/rBCK8hOXfa Thousands of your state… https://t.co/7XxyDgaS0J"	Sat Apr 28 15:21:51 +0000 2018
241	@CBSNews	53	0.0	0.0	1.0	0.0	"Proof yet again y u r fakers!
@ABC @CBSNews @NBCNews @CNN @MSNBC @AP @BBC #FakeNews #FakeJournalists

https://t.co/3XLVVH0Rvc"	Sat Apr 28 15:21:43 +0000 2018
242	@CBSNews	54	-0.3987	0.417	0.381	0.203	@CBSNews Damn you global warming!!	Sat Apr 28 15:21:39 +0000 2018
243	@CBSNews	55	0.0	0.0	1.0	0.0	RT @CBSNews: Running of the guards? As North Korean leader Kim Jong Un's limo left the historic summit with South Korea, 12 of his body gua…	Sat Apr 28 15:21:38 +0000 2018
244	@CBSNews	56	0.0	0.0	1.0	0.0	RT @CBSNews: There have been a record 28 April MLB postponements from rain and snow so far: https://t.co/lZhHlfnsgy https://t.co/KODnHKp2RW	Sat Apr 28 15:21:35 +0000 2018
245	@CBSNews	57	0.3612	0.0	0.865	0.135	@pvon2502 @MSNBC @JoyAnnReid @CNN @ABC @CBSNews @FoxNews I might agree depending on the severity of the statements… https://t.co/UZp1vbBs9y	Sat Apr 28 15:21:33 +0000 2018
246	@CBSNews	58	0.0	0.0	1.0	0.0	RT @CBSNews: There have been a record 28 April MLB postponements from rain and snow so far: https://t.co/lZhHlfnsgy https://t.co/KODnHKp2RW	Sat Apr 28 15:21:33 +0000 2018
